Year,Mileage,Price,Model,Number of Doors,Color,Air Condition Type,Fuel Type,Horse Power,Location,Seller Location,Total Weight,Gear Shift
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,145000 km,3490000,FORD Focus 1.6 SCTI Ecoboost Titanium,5,Fehér,Digitális kétzónás klíma,Benzin,"135kW kW, 184LE",Gödöllő,Gödöllő,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-06,201700 km,2270000,FORD Focus  1.6 TDCi Trend,5,Világosbarna (metál),Manuális klíma,Dízel,"70kW kW, 95LE",Szolnok,Szolnok,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2012-07,410736 km,1499000,FORD Focus  1.6 TDCi Trend,5,Fekete (metál),Digitális kétzónás klíma,Dízel,"70kW kW, 95LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2013-03,224974 km,2600000,FORD Focus  1.6 TDCi Titanium,5,Fekete,Digitális kétzónás klíma,Dízel,"85kW kW, 116LE",Biatorbágy,Biatorbágy,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-01,188000 km,2490000,FORD Focus  1.6 TDCi Titanium Econetic 88g,5,Sötétkék,Automata klíma,Dízel,"77kW kW, 105LE",Budapest,Budapest,1900 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
2014-12,142000 km,2990000,FORD Focus  1.0 GTDi EcoBoost Titanium,5,Ezüst,Digitális kétzónás klíma,Benzin,"92kW kW, 125LE",Deszk,Deszk,1825 KG,Manuális (6 fokozatú)
